certificateNo,certificateType,expirationDate,name,Type,flowType,certifyType,bankCard,Ename,identity,certigierCertificateNo,certigierName,externalSerialNo
120101198611079156,1,2021-05-16 09:00:00,旁俐,C,1,2,62291184558470810,延嘉汽车,93131082MA0861PY7A,310114197001232611,钟素洁,1
120101198611077097,1,2021-05-16 09:00:00,謇秀洁,P,1,2,5456190845688687,,310114197001237738,马杨梅,1
120101198611074216,1,2021-05-16 09:00:00,苟弘益,P,2,1,5456192397952339,,310114197001230771,步雪环,1
120101198611078874,1,2021-05-16 09:00:00,波亦巧,C,2,1,5456191501177874,广建矿业,93131082MA08AHTJ5B,310114197001231897,师端丽,1
120101198611075577,1,2021-05-16 09:00:00,后水,P,3,2,5456193444849163,,310114197001230675,傅巧春,1
120101198611074873,1,2021-05-16 09:00:00,桑访儿,P,1,2,5456193728504147,,310114197001233892,松梓珊,1
120101198611076692,1,2021-05-16 09:00:00,甫黛娥,C,1,1,5456191134815834,章记酒店连锁,93131082MA08B2JU6M,310114197001232515,侯婉燕,1
120101198611070733,1,2021-05-16 09:00:00,戏恬美,P,1,1,54561956815075710,,310114197001238132,薛小凝,1
120101198611077572,1,2021-05-16 09:00:00,营洛灵,P,2,2,620200706814388182,,310114197001235556,那言文,1
120101198611072878,1,2021-05-16 09:00:00,线新荣,C,2,2,620200904703982989,开亨酒店集团,93131082MA08BRLR2Q,310114197001230472,向梦洁,1
120101198611079834,1,2021-05-16 09:00:00,璩文山,P,3,1,620200125313492836,,310114197001232777,扈雁梅,1
120101198611078436,1,2021-05-16 09:00:00,祢愉,P,1,1,620200576384757856,,310114197001231731,曾兰尹,1
120101198611070493,1,2021-05-16 09:00:00,伏星鹏,C,1,2,620200633969627901,泰康矿业,93131082MA0871064D,310114197001235513,暨含巧,1
120101198611076537,1,2021-05-16 09:00:00,溥伟毅,P,1,2,620200482412658745,,310114197001231379,卓娅静,1
12010119861107331X,1,2021-05-16 09:00:00,淡霞英,P,2,1,6202006139931607810,,310114197001230632,巴寒安,1
120101198611070653,1,2021-05-16 09:00:00,戢灵珊,C,2,1,620200054811554196,中元工程,93131082MA086HWT4W,310114197001234852,祖凡桃,1
120101198611077070,1,2021-05-16 09:00:00,奚韶敏,P,3,2,620200061657439242,,310114197001234131,庾嘉月,1
120101198611074558,1,2021-05-16 09:00:00,须灵秋,P,1,2,620200663295016073,,310114197001233956,后雅绿,1
120101198611075796,1,2021-05-16 09:00:00,北芳蕤,C,1,1,6229115838582435,昭昌餐饮集团,93131082MA086GUF4L,310114197001230691,简听莲,1
120101198611079252,1,2021-05-16 09:00:00,合致,P,1,1,6229116948248626,,31011419700123289X,邓娅静,1
120101198611074996,1,2021-05-16 09:00:00,南门琬琰,P,2,2,6229111545551333,,31011419700123705X,汲真文,1
120101198611077273,1,2021-05-16 09:00:00,湛易容,C,2,2,6229114865181946,正方药业,93131082MA08629L15,310114197001231598,侯桃雨,1
120101198611077273,1,2021-05-16 09:00:00,盘思琪,P,3,1,6229118330935761,,310114197001236719,魏双玉,1
120101198611070856,1,2021-05-16 09:00:00,秦咏思,P,1,1,6229117615644386,,310114197001238618,伊子珍,1
120101198611079156,1,2021-05-16 09:00:00,旁俐,C,1,2,62291184558470810,延嘉汽车,93131082MA0861PY7A,310114197001232611,钟素洁,1
120101198611072595,1,2021-05-16 09:00:00,哈妙双,P,1,2,6229115243479309,,310114197001239936,牛芸欣,1
120101198611070012,1,2021-05-16 09:00:00,鹿南莲,P,2,1,6229118246945292,,310114197001236217,江幼南,1
120101198611076350,1,2021-05-16 09:00:00,班秀雅,C,2,1,6229117957314722,广初重工,JY11310020005969,310114197001238052,班可可,1
120101198611071138,1,2021-05-16 09:00:00,乾雅健,P,3,2,4367426994024217138,,310114197001237957,曾书语,1
120101198611070397,1,2021-05-16 09:00:00,丰灵萱,P,1,2,4367422783106717445,,31011419700123721X,沃文墨,1
120101198611078815,1,2021-05-16 09:00:00,阚天巧,C,1,1,4367429379962994752,广福医疗,JY11310020005951,310114197001233710,慕西华,1
120101198611077273,1,2021-05-16 09:00:00,汝俊语,P,1,1,4367421078214040986,,310114197001235994,束沛蓝,1
120101198611077476,1,2021-05-16 09:00:00,金心远,P,2,2,4367425296347520071,,310114197001234959,厉秋莲,1
120101198611073037,1,2021-05-16 09:00:00,徐德庸,C,2,2,4367428726130940824,本泽服饰,JY11310020005943,310114197001234473,古惠丽,1
120101198611076174,1,2021-05-16 09:00:00,逮弘业,P,3,1,4367429679175377588,,310114197001237877,汤思涵,1
120101198611073053,1,2021-05-16 09:00:00,年愉婉,P,1,1,4367426540541826214,,310114197001235636,国曼语,1
120101198611077898,1,2021-05-16 09:00:00,胥梦影,C,1,2,4367428934836127632,正州汽车,JY11310020005935,310114197001238351,沈湛霞,1
120101198611072851,1,2021-05-16 09:00:00,汗沛萍,P,1,2,4367425945573310624,,310114197001230392,终秀英,1
120101198611073774,1,2021-05-16 09:00:00,广宏旷,P,2,1,622258755302357010,,31011419700123377X,萧姗姗,1
120101198611075470,1,2021-05-16 09:00:00,乌楚云,C,2,1,622258907297953910,昭地生物,JY11310020005927,310114197001233913,公玲丽,1
120101198611075710,1,2021-05-16 09:00:00,康河,P,3,2,62225804727020939,,310114197001230851,黄仪芳,1
120101198611073619,1,2021-05-16 09:00:00,崇寄柔,P,1,2,62225836401506838,,310114197001236516,雍音仪,1
120101198611073934,1,2021-05-16 09:00:00,度秋玉,C,1,1,62225895948088566,昭庆电子,JY11310020005919,310114197001235636,戴怡嘉,1
120101198611076190,1,2021-05-16 09:00:00,侯云亭,P,1,1,62225841240161045,,310114197001236356,焦妍和,1
120101198611070151,1,2021-05-16 09:00:00,胡雨筠,P,2,2,62225850730643097,,310114197001237877,公妍歌,1
120101198611077230,1,2021-05-16 09:00:00,敛水凡,C,2,2,62225801095231994,开福食品,JY11310020005901,31011419700123625X,贡芳苓,1
120101198611076836,1,2021-05-16 09:00:00,巫马灵萱,P,3,1,62225873774256657,,310114197001231213,周瑛瑶,1
120101198611077214,1,2021-05-16 09:00:00,傅绮烟,P,1,1,62225890967688289,,310114197001232013,通莹华,1
120101198611071779,1,2021-05-16 09:00:00,潮冰双,C,1,2,62051873313661910,广宝手机,JY11310020005871,310114197001230210,邰幸瑶,1
120101198611072659,1,2021-05-16 09:00:00,愚嘉云,P,1,2,6205181732174196,,310114197001231897,益粟梅,1
120101198611076473,1,2021-05-16 09:00:00,鲜于空,P,2,1,6205184925027346,,310114197001234916,夏嘉怡,1
120101198611076756,1,2021-05-16 09:00:00,宇攸然,C,2,1,6205181820655263,显亨酒店连锁,JY11310020005863,310114197001237252,彭季雅,1
120101198611079893,1,2021-05-16 09:00:00,池迎蕾,P,3,2,6205184851433196,,310114197001233497,璩皓月,1
120101198611073758,1,2021-05-16 09:00:00,缪春柏,P,1,2,6205180497956797,,310114197001231635,莘施诗,1
120101198611077599,1,2021-05-16 09:00:00,酆云蔚,C,1,1,6205181771746094,初福食品,JY11310020005855,310114197001235871,尚馥芬,1
12010119861107905X,1,2021-05-16 09:00:00,止盼夏,P,1,1,6205180356530263,,310114197001236073,乜悦欣,1
120101198611076334,1,2021-05-16 09:00:00,壤驷尔容,P,2,2,6205183561283965,,310114197001231571,李琨瑶,1
12010119861107761X,1,2021-05-16 09:00:00,甘晓骞,C,2,2,6205186409454672,永运矿业,JY11310020005847,310114197001232099,扶念寒,1
120101198611075411,1,2021-05-16 09:00:00,纳茉莉,P,3,1,6232553803186705,,310114197001234131,侯荷紫,1
340102199003072438,1,2021-05-16 09:00:00,璐明,P,1,1,6225806872653820,,310114197001239514,桂凡梅,1
340102199003075014,1,2021-05-16 09:00:00,欢冬,P,2,2,6225802198988310,,310114197001239290,家昱文,1
340102199003077298,1,2021-05-16 09:00:00,梅芸,P,3,1,6225808496119240,,310114197001237818,乔晴画,1
340102199003074919,1,2021-05-16 09:00:00,妍琪,P,1,2,6225803178950420,,310114197001235513,鱼琴雪,1
340102199003074775,1,2021-05-16 09:00:00,玉琳,P,2,1,6225806506467880,,310114197001234254,欧瑜莉,1
150102199003074921,1,2021-05-16 09:00:00,莲可,P,3,2,6225809165459350,,310114197001232291,许思恩,1
150102199003073064,1,2021-05-16 09:00:00,枫娅,P,1,1,62258003287207500,,310114197001233390,充半烟,1
15010219900307186X,1,2021-05-16 09:00:00,碧文,P,2,2,6225803070726860,,310114197001239872,汪赛玉,1
150102199003077401,1,2021-05-16 09:00:00,云韵,P,3,1,6225800085006330,,310114197001230659,景雨双,1
150102199003076302,1,2021-05-16 09:00:00,冰碧,P,1,2,6225808194283880,,31011419700123377X,蒯悠逸,1
440103199003079007,1,2021-05-16 09:00:00,华馨,P,2,1,6225806455915502,,310114197001233657,景薇颖,1
440103199003072462,1,2021-05-16 09:00:00,梅凡,P,3,2,62258043590224910,,310114197001234553,欧敏叡,1
440103199003071929,1,2021-05-16 09:00:00,克美,P,1,1,6225800714529872,,310114197001234617,陆真文,1
440103199003079744,1,2021-05-16 09:00:00,帆敏,P,2,2,6225808392510445,,310114197001230173,阚明艳,1
440103199003071785,1,2021-05-16 09:00:00,缪春敏,P,3,1,6225801889777667,,310114197001230173,乔萍雅,1
